Britain|Albion,Blighty
trump|cap,falsify,hatch,outperform,outvie
trumped-up|baseless,contrived
trumpet|blazon,gasconade,holler,skite
truncate|decrease,telescope
truncheon|bludgeon,cosh,nightstick,staff
trunk|body,coffer,kist,portmanteau,snout,stock
truss|fasten,pad,pier
trust|commend,custody,guardianship,guess,obligation,reliance
trustee|agent,depositary,executrix,feoffee
trustworthy|levelheaded,reputable,straight-up,sure-fire,unwavering
trusty|trusted,unwavering
truth|actuality,authenticity,certitude,genuineness,principle,so
truthful|free-spoken,plain-spoken,unelaborated,veridical,verifiable
truthfulness|forthrightness,truth
try|assay,assess,bid,essay,evaluate,examine,pilot,weary,whack
trying|aggravating,grueling,heavy,infuriating,vexatious,wearing
tub|bathtub,carton,keg,kid
tubby|abdominous,corn-fed,corpulent,lard-arsed,poddy,rotund
tubular|pipe-like,vasiform
tuck|cache,chuck,cram,enshroud,feed,ingurgitate,inhale,pop,ruffle,scoff,secrete,shroud,slip,stash,stow,viands
tuft|panache,scopa,tassel,topknot,tuffet,wisp
tug|heave,lug,pluck,trail,wrest,yank
tuition|andragogy,guidance,preparation
tumble|bound,collapse,confusion,crash,cropper,decline,disarray,grabble,pile,recognize,savvy,scuttle,spill,stumble,suss
tumbledown|ruinous,rumpty,shacky,shaky
tumbler|beaker,rummer,stoup
tummy|bingy,insides,middle
tumor|meningioma,met,swelling
tumult|ado,affray,clangor,convulsions,hullabaloo,row,stramash,trouble
tumultuous|confused,exciting,frenzied,rumbustious,vociferous
tune|calibrate,ditty,fine-tune,motif,strain
tuneful|easy-listening,lilting,mellifluent,poppy,rhythmical
tuneless|cacophonous,horrisonant
tunnel|burrow,drill,gallery,sap,subway
turbid|clouded,feculent,roiled,thick
turbulence|agitation,confusion
turbulent|agitated,blustery,boisterous,lawless,roily,weltering
turf|bailiwick,discharge,greensward,manor,oust,preserve,racetracks,sod
turgid|Ossianic,congested,orotund,stilted,windy
turmoil|coil,disorientated,tohubohu,uncertainty,uproar
turn|action,alienate,amend,around,arrive,attempt,attract,banish,bore,cold-shoulder,commit,constitutional,crack,crossroads,cut,delate,deliver,disconnect,divergence,eventuate,evict,evolve,expose,extinguish,finger,flair,form,gather,hit,injure,injury,intensify,jaunt,jolt,kindness,lessen,locution,make,mute,offend,offer,pass,perambulation,phenomenon,piece,pivot,pootle,promenade,raise,reappear,record,repel,restyle,result,retreat,retrogress,return,revive,say,scare,scarper,seriatim,shorten,show,spin,swivel,taint,take,time,titillate,trip,turnout,undertake,vamoose,wrench,zigzag
turncoat|Judas,quisling,rat,renegado
turning|exit,turnout
turnout|apparel,congregation,garms,gate,habit,house,muster,rig-out,suit,uniform
turnover|business,movement,sales,yield
turpitude|flagitiousness,vileness
tussle|affray,afters,disturbance,donnybrook,miff,roughhouse,row,ruckus,scrimmage,stoush,swedge
tutor|counselor,doctor,dominie,don,educationist,groom,pandit,preceptor,teach,trainer
twaddle|applesauce,balls,blether,bulldust,cack,cap,codology,crapola,dribble,havers,rubbish,toffee
tweak|adapt,adaptation,improvement,jerk
twee|cutesy,precious,pretty-pretty,soppy
twelve|dodecuplet,duodecad,zodiac
twig|recognize,savvy,suss
twilight|crepuscular,ebb,evenfall,gloom,nightfall,obscure
twin|Doppelgänger,clone,complementary,dual,equivalent,match,paired,partner
twine|entwine,snake,twist,wreathe,yarn
twinge|dart,misgiving,stitch,throb,throe
twinkle|blink,effulge,fulguration,glide,glister
twinkling|brilliant,directly,luculent,momentarily,sharpish,winking
twirl|birl,gyration,rotate,swivel,turn,wrap
twist|coil,crick,distort,dogleg,garble,hank,intricacy,kink,knead,misreport,occurrence,persuade,perversion,pleach,pretzel,quirk,railroad,revelation,revolve,roll,swivel,treatment,turnabout,variation,weakness,wiggle,wind,worm,wrap
twisted|contorted,deformed,lopsided,pretzeled,sicko,wicked
twisty|serpentiform,tortuous
twit|asshat,boofhead,clod,dingleberry,gobdaw,gowk,mompara,mooncalf,muppet,noodle,wanker
twitch|pang,prick,shudder,tic,tweak,yank
twitter|call,chuntering,dither,drivel,mag,pother,rambling,sing,slabber,twattle,twit,waffle,warbling,yatter
two|tandem,twain
two-faced|dishonest,faithless,mendacious
tycoon|entrepreneur,grandee,multibillionaire,squillionaire,zillionaire
type|avatar,bod,font,fount,letters,mold,prototype,rank,sort,strain,stripe,vintage
typhoon|twister,whirlwind
typical|bog-standard,habitual,particular,proverbial,stereotypical,unexceptional
typify|characterize,emblematize,incarnate
tyrannical|Neronian,illiberal,unjust
tyranny|Fascism,enslavement,unjustness
tyrant|oppressor,scourge
tyro|fledgling,mentee,newbie,punk,tenderfoot
tête-à-tête|confabulation,confidentially,convo,gossip,heart-to-heart,natter,one-to-one,parley,rap
ubiquitous|global,inescapable
ugly|direful,disagreeable,disfigured,fugly,homely,huckery,minacious,sinister,wicked
ulcer|impostume,noma,wen
ulcerous|cankered,furunculous,ulcerate
ultimate|apogean,extremity,furthest,nonesuch,pivotal,quintessential,subsequent
ultra-|awfy,exceeding,extra,fair,frightfully,lekker,oh-so,right,subversive,way
ultramodern|neoteric,way-out
umbrella|agency,brolly,bumbershoots,gamp,sunshade
umpire|ref,stand,supervise,supervisor,ump
umpteen|divers,untold
unabashed|brass-necked,fearless
unable|impuissant,unqualified
unacceptable|condemnable,insupportable,poor
unaccompanied|companionless,single-handed,solus
unaccomplished|blundering,dilettantish,neglected
unaccountable|backasswards,enigmatic,immune,rum,spooky,unsupervised,wildering
unaccustomed|peculiar,strange
unadorned|clean,no-frills,straightforward
unadulterated|proper,unequivocal,untouched
unadventurous|narrow-minded,timid,uptight
unaffected|full-hearted,profound,simple,uninfluenced,unstirred,upfront
unafraid|ballsy,unblenching
unanimity|assent,concertedness
unanimous|consentient,undivided
unanswerable|incontrovertible,irrefragable,positive,unascertainable
unanswered|disputed,neglected
unappetizing|abhorrent,dull,gross
unappreciated|overlooked,underpaid,undersung
unapproachable|dispassionate,off,ungetatable
unarmed|assailable,helpless,open,pregnable
unassailable|fortress-like,indestructible,obvious,unattackable
unassertive|mousy,unsure
unassuming|ingenuous,unassertive
unattached|detached,sole,unbetrothed,uncommitted,unloved,unwedded,widowed
unattainable|implausible,unwinnable
unattended|left,solo,solus
unattractive|disfigured,displeasing,drack,fugly,homely,huckery
unauthorized|proscribed,unapproved,wildcat
unavailing|Sisyphean,bootless,inadequate
unaware|insensitive,nescient
unawares|cold,mistakenly
unbalanced|buggy,psychotic,touched,unequal
unbeatable|outstanding,peerless
unbecoming|hideous,ill-suited,tasteless,unacceptable
unbelievable|impossible,mind-blowing,unimaginable
unbeliever|nonconformist,nullifidian,paynim,scoffer
unbelieving|incredulous,unenlightened
unbending|austere,immovable,unmalleable,uptight
unbidden|off-the-cuff,spur-of-the-moment,unsolicited,unwelcome
unbind|discharge,disentangle
unblemished|A1,blameless,model
unborn|awaited,hereafter,subsequent
unbounded|cosmic,illimitable,inestimable,unbridled,unflagging,utter
unbreakable|adamantine,heavy-duty,infrangible
unbridled|self-indulgent,unquenchable
unbroken|feral,ongoing,perfect
uncanny|arresting,bizarro,eldritch,freakish,freaky,rum
unceasing|indefatigable,perpetual
unceremonious|dismissive,loose,off,relaxed
uncertain|chancy,dodgy,doubtful,fluctuant,fluctuating,iffy,peaky,speculative,torn
uncertainty|doubt,fickleness,incertitude,questions,skepticism,suspicion,unsureness
unchangeable|lifelong,perdurable
unchanging|eternal,relentless
uncharitable|unfair,unfeeling,unpleasant
uncharted|strange,unsurveyed
uncivil|flip,vulgar
uncivilized|loutish,rude,slobbish
unclean|besmirched,feculent,forbidden,gungy,icky,lustful,scummy,scungy,septic,uncleanly,unwashed
unclear|dicey,dodgy,nebulous,speculative
unclothed|bollock-naked,bollocky,exposed,scuddy,starkers
uncomfortable|Spartan,antsy,apprehensive,fraught,sticky,stressy,twitchy,unquiet
uncommon|mind-blowing,peculiar,prodigious,seldom,sporadic
uncommonly|frightfully,powerful,right,terribly,ultra,well
uncommunicative|mum,retired
uncompromising|badass,bloody-minded,indurate,stiff-necked
unconcerned|nonplussed,pococurante,unenthusiastic,unflappable
unconditional|categorical,wholehearted
unconnected|aimless,discrete,loose,trailing
unconscionable|OTT,depraved,needless,shady,wrong
unconscious|chance,deep,inert,nescient,numb,prostrate,soporous,unenlightened,unplanned
uncontrollable|bolshie,contumacious,manic,passional,uncontainable,undisciplined
unconventional|avant-garde,backasswards,bohemian,different,hippy,left-field,rum
unconvincing|doubtful,implausible,pathetic,strange
uncooperative|disobedient,rock-ribbed,sticky,thrawn
uncoordinated|graceless,klutzy,lubberly,ponderous,shambling
uncouth|clodhopping,hick,oafish,offensive,savage
uncover|denude,exhibit,extricate,nail,uncloak
unctuous|apple-polishing,bum-sucking,buttery,fat,greasy,kiss-ass,pinguid,saccharine,sickening,soapy
undaunted|cocky,daredevil
undecided|dodgy,indefinite,split,vague
undefined|unsettled,vague
undemonstrative|dispassionate,glacial,offish,withdrawn
undeniable|apodictic,compelling,unassailable
under|below,beneath,receiving
underclothes|smalls,underthings,unmentionables
undercover|black,closet,intelligence,shrouded,sneaky
undercurrent|subcurrent,tinge,underrun,underset,underwork,vein,vibes,vibrations
underdog|prey,scapegoat,stooge
underestimate|belittle,minify,misread,trivialize,underrate,understate
undergo|thole,wear
underground|Maquis,basement,black,furtive,hush-hush,hypogean,mutinous,novel,shrouded,subversive,subway,tube
undergrowth|brambles,frith,jungle,rone,shin-tangle,verdure
underhand|conspiratorial,dodgy,fishy,nefarious,shonky,slim,snidey,tricky,unsportsmanlike
underline|highlight,italicize
underling|peon,servitor,sidekick,skivvy,stooge
undermine|sap,shake,undercut
underpin|brace,fortify,fuel,underprop
underrate|minify,trivialize
undersized|Lilliputian,itsy-bitsy,puny,wee
understand|accept,cognize,discover,envisage,fancy,savvy,suss
understandable|forgivable,glanceable,inevitable,perspicuous,tenable
understanding|absorption,bond,consciousness,know-how,love,mentality,prudent,reasoning,reassuring,wit
understatement|delicacy,euphemism,meiosis,underemphasis
understudy|ancillary,pinch-hitter,sub
undertake|endeavor,essay
undertaker|death-hunter,thanatologist
undertaking|compact,expedition,transaction
undertone|mutter,smack,subcurrent,suggestion
undervalue|minify,trivialize
underwater|subaqueous,sunken
underworld|Abaddon,Acheron,Avernus,Niflheim,Sheol,gangsters,mobsters,perdition
underwrite|accredit,bankroll,fund
undesirable|beastly,horrid,infelicitous,loathly,noxious,obnoxious,rebarbative,unappealing
undetectable|infinitesimal,obscure
undisciplined|bolshie,contumacious,jumbled,sloppy,unschooled
undistinguished|bush-league,garden-variety,half-pie,jejune,moderate
undivided|committed,consummate
undo|defeat,disannul,obstruct,recall,separate,unlace,vacate
undoing|Waterloo,curse,debasement,labefaction
undone|half-done,lost,thwarted,toast
undoubted|clear-cut,patent
undoubtedly|indeed,irrefutably
undress|bareness,disarray,disrobe,déshabillé
undressed|bollock-naked,exposed,natural,starkers
undue|ill-advised,inordinate,needless,unreasonable
unduly|ill-advisedly,inordinately,needlessly,overmuch,unreasonably
undying|inextinguishable,infinite,never-dying,sempiternal,undestroyed,unfading
unearthly|alien,bizarre,blood-curdling,eldritch,godawful,phantasmic,scary
uneasy|insecure,jittery,nervy,stressy,unsettled,upset,upsetting
uneconomic|nonviable,squandering,worthless
uneducated|lowbrow,rude,simple
unemployed|dismissed,idle,resting
unenthusiastic|Laodicean,unenthused,unmoved
unenviable|thankless,unwished-for
unequal|lopsided,prejudiced,variable
unequivocal|distinct,undeniable
unerring|dead,meticulous
unethical|dodgy,negligent,villainous
uneven|bitty,knobby,lopsided,peaky,skewed
unexceptional|unimpressive,unpretentious
unexpected|adventitious,backasswards,extraordinary
unfailing|infallible,sure
unfair|callous,discriminatory,dishonorable,immoderate,lowdown,slanted
unfaithful|deceitful,flighty,recreant,two-timing
unfashionable|antediluvian,antiquated,antwacky,daggy,démodé
unfathomable|profound,secretive
unfavorable|antipathetic,gloomy,inapt,negative
unfeeling|Gradgrindian,inhuman,thick-skinned,uncharitable
unfeigned|full-hearted,pukka
unfinished|abandoned,aborted,crude,natural
unfit|decrepit,unbecoming
unflappable|together,unmoved
unflattering|biting,hideous,ill-suited
unfold|blossom,extend
unforgettable|persistent,signal
unforgivable|condemnable,deadly,shameful
unfortunate|doomed,injudicious,pitiful,unwelcome,wretched
unfriendly|Olympian,aggressive,antisocial,cross,destructive,indifferent,nasty,quarrelsome,severe,starchy,unaffable,unapproachable,uncongenial
ungainly|hulking,lubberly,uncoordinated
ungodly|antisocial,godawful,infernal,irreverent
ungovernable|disobedient,intractable
unguarded|absentminded,endangered,insensitive,pregnable,temerarious,unarmed,unwatched,unwise
unhappiness|disconsolation,dolefulness,down,mortification
unhappy|adverse,clumsy,disgruntled,grumpy,injudicious,jinxed,lachrymose,miserable,unfortunate
unharmed|OK,pristine,unmutilated
unhealthy|baleful,perilous,sick,unnatural
unhinged|batty,confused,insane
unholy|frightful,improbable,infernal,irreverent,ungodly
unhurried|calm,loitering
unidentified|innominate,nameless,unclassified
unification|enosis,federation,marriage
uniform|apparel,equal,equivalent,monotonous,outfit,raiment,togs,trappings,vestments
uniformity|equability,humdrumness,sameyness,symmetry
unimaginable|mind-blowing,staggering
unimaginative|hacky,stodgy
unimportant|frivolous,picayune,tinpot
uninhabited|forsaken,free,unoccupied,wild
uninhibited|reckless,shameless,upfront,wanton
uninspired|hacky,stodgy
unintelligent|fat-headed,obtuse
unintelligible|crabbed,senseless
uninteresting|hacky,stale
uninterrupted|peaceful,straight
uninvited|unexpected,unsought
uninviting|foul,inhospitable,off-putting,repugnant,unappetizing
union|commingling,copulation,guild,mash-up,mating,organization,undividedness
unique|extraordinary,isolated,odd,one-off,unexampled
unit|detail,faction,fragment,value
unite|coalesce,homogenize
united|confederate,cross-party
unity|amalgamation,confederation,sameness,synthesis
universally|generally,internationally
university|polytechnic,school,varsity
unjust|bigoted,inappropriate
unjustifiable|defective,outrageous,unpardonable,unreasonable,unwarrantable
unkempt|grotty,matted,shaggy
unkind|catty,filthy,hostile,inhuman
unkindness|cattiness,hostility,inhumanity,uncharitableness
unknown|concealed,exotic,forgotten,innominate,mysterious,outlandish,unsure,virgin
unlawful|bent,culpable,miscreant,nefarious,verboten
unlettered|nescient,simple
unlikely|implausible,preposterous
unlimited|all-you-can-eat,cosmic,omnipotent
unload|destroy,disburden,unlade
unlooked-for|fluky,unpredicted
unloved|abandoned,loathed,unvalued
unlucky|accident-prone,pitiful,ruinous
unmanageable|contumacious,incommodious,inconvenient,incorrigible,stroppy
unmanly|feminine,milksoppish,unmasculine,weak-kneed
unmannerly|blunt,vulgar
unmarried|bachelor,widowed
unmatched|perfect,unsurpassed
unmentionable|filthy,impolite,shocking
unmitigated|arrant,deep-dyed
unmoved|adamant,apathetic,dry-eyed,equable,nonplussed,unworried
unnatural|decadent,deviative,monstrous,phoney,pretentious,preternatural,sicko,wooden
unnecessary|supererogatory,wanton
unobtrusive|humble,low-profile
unoccupied|forsaken,godforsaken,unfrequented,unused,workless
unofficial|casual,unaccredited,uncertified,unratified,wildcat
unorthodox|heteroclite,perverse,renegade,zany
unpalatable|foul,gross,insipid,rancid,uneatable
unparalleled|freak,supreme,unequaled,unexampled
unperturbed|nonplussed,together,undismayed
unpleasant|bad-tempered,disagreeable,irritating,malign,rancid,ugly,vile
unpolished|bitty,rough,rustic,stripped,uneducated
unprecedented|freakish,pioneering,unexampled
unpredictable|arbitrary,impulsive
unprejudiced|disinterested,enlightened
unpremeditated|automatic,casual,off-the-cuff
unprepared|opposed,unsuspecting
unpretentious|honest-to-goodness,unspoiled
unprincipled|dastardly,sordid
unproductive|arid,otiose,unrewarding
unprofessional|cowboy,dodgy,inefficient,negligent
unqualified|arrant,inexperienced,insufficient,out-and-out,unstinting
unquestionable|decided,unassailable,undoubtable
unreadable|crabbed,deadpan,incomprehensible,poker-faced,turgid,unintelligible
unreal|ideal,phantasmagoric,phoney
unrealistic|abstract,half-baked,nonviable,potty,quixotic,visionary
unreasonable|blinkered,illogical,mulish,steep,unconscionable,vexatious
unrecognizable|altered,incognito,unknowable
unrefined|rustic,unfinished,ungraceful
unrelated|disparate,uncoupled
unrelenting|perpetual,sedulous,tough
unreliable|defective,dicey,dodgy,rocky,slippery,wrong
unrepentant|conscienceless,unabashed
unreserved|arrant,consummate,spare,unstinting,warm
unresolved|iffy,incomplete
unrest|disquiet,rioting,ructions,uproar
unrivaled|inimitable,nonpareil
unruffled|nonplussed,unfazed,urbane
unruly|contumacious,heedless,recalcitrant
unsafe|chancy,defenseless,dicey,dodgy,fallible,menacing,toxic
unsanitary|harmful,infested
unsatisfactory|deplorable,inferior,insufferable,unsuitable
unsavory|dodgy,gross,iffy,immoral,noisome,unattractive,uncouth,uninteresting,vile
unscrupulous|dastardly,dodgy,slippery,venal
unseat|defenestrate,evict,unhorse
unseemly|impolite,shameful
unselfish|noble,self-sacrificing
unsettled|borderline,chameleonlike,distressed,fretful,iffy,lonely,pending,protean,receivable,stressy,transient,unfrequented,wired
unshakeable|relentless,unflinching
unsightly|fugly,ghastly,huckery
unskilled|menial,underskilled,unprofessional
unsophisticated|homespun,rude,rustic,unspecialized
unsound|casuistic,dangerous,distracted,dodgy,iffy,rumpty
unsparing|abundant,bountiful,draconian,plenteous,solid,uncompromising,unselfish
unspeakable|egregious,wonderful
unspecified|any,innominate,uncounted,unknown
unspectacular|inconspicuous,plodding
unspoiled|impeccable,unchanged
unspoken|insinuated,voiceless
unstable|bockety,peaky,precarious,psychotic,wavering
unsteady|aperiodic,doddering,hesitant,precarious,punch-drunk,trembling,unsystematic,vertiginous
unstinted|ample,bountiful,plenteous,unselfish
unstinting|ample,bountiful,plenteous,unselfish
unstudied|extemporaneous,extemporized
unsubstantiated|debatable,dodgy,iffy,presumed,suppositive,undependable,unreasonable,untested
unsuccessful|beaten,bootless,foiled,ill-omened,loss-making,misfired,nugatory,unproductive
unsuitable|improper,incongruous,malapropos,unseasonable
unsung|forgotten,unbemoaned,unmissed
unsure|fearful,iffy,unassertive,unconvinced,unknown,vague
unsurpassed|nonpareil,unexampled
unsurprising|awaited,normal,obvious
unsuspecting|nescient,trustful,unmindful
unswerving|earnest,rock-ribbed,stiff,unrelenting
unsympathetic|Gradgrindian,bad-tempered,distant,inhuman,unattractive
unsystematic|fractal,haphazard,indiscriminate
untamed|bestial,uncontrollable
untangle|crack,illuminate,undo
unthinking|remiss,rude,unconscious,unkind
untidy|draggle-tailed,raunchy,slobby,sloppy,wild
until|pending,pre-,through
untimely|inappropriate,malapropos,mistimed,unseasonable,unsuitable
untiring|pertinacious,unswerving
untold|incalculable,legion,myriad,uncounted,unspoken,unsummed
untouched|pure,undrunk,uninfluenced,unpolluted,unwanted
untoward|inapt,infelicitous,malapropos,mistimed,unpredicted,unseasonable,unusual
untrained|dilettante,raw,unacquainted,unchartered
untried|new,pilot,unsubstantiated
untroubled|chilled,nonplussed,unflustered,uninterrupted
untrue|adulterous,inconstant,inexact,misleading,mythological,two-timing
untrustworthy|dodgy,iffy,shonky,slippery,underhand
untruth|bulldust,bullshit,fraudulence,hollowness,kidology,propaganda,stratagem,unveracity,whopper
untruthful|disingenuous,hollow-hearted,inexact,misleading,mythological,tricky
untutored|lowbrow,rude,simple,untrained
untwine|unkink,unlay
untwist|unkink,unlay
unused|extra,nonfunctioning,strange,unworn
unusual|alien,backasswards,different,mind-blowing,prodigious,seldom,sporadic
unutterable|ecstatic,insufferable,overwhelming
unvarnished|bald,matt,stripped,unqualified
unveil|broadcast,flaunt,introduce
unwanted|appalling,disliked,distressing,ill-advised,redundant,shameful,unnecessary,unsolicited,untouched
unwarranted|inordinate,prohibited,unlicensed
unwary|absentminded,dozy,napping
unwelcome|distasteful,ill-advised,unsolicited
unwell|crappy,crook,grotty,nauseous,off,rough,seedy,wabbit
unwholesome|baleful,exploitative,innutritious,insanitary,poisonous
unwieldy|clunky,ponderous,ungainly,unmaneuverable
unwillingness|disrelish,foot-dragging,misgivings,sweerness
unwind|repose,unkink
unwise|imprudent,thoughtless
unwitting|chance,innocent,nescient,unenlightened
unworldly|extramundane,idealistic,immaterial,numinous,religious
unworthy|incongruous,unforgivable
unyielding|bloody-minded,dense,renitent,stiff-necked,unmalleable,unwavering
upbeat|Panglossian,bright,chirpy
upbraid|censure,keelhaul,objurgate,trim
upbringing|background,character,education,paideia,tending
upgrade|exalt,prefer
upheaval|cataclysm,turbulence
uphill|Herculean,killing,knackering,mounting,toilsome,upsloping
uphold|approve,nurture
upkeep|running,welfare
uplifted|proud,upreared
uplifting|doleful,encouraging,expressive,passionate
upper|beggared,command,high-status,loftier,penurious,prepollency,ruined,superior,top
upper-class|exclusive,snobby,upmarket
uppish|chesty,hubristic,insolent,pissy,toffee-nosed
upright|conscientious,pole,rampant
uprising|jacquerie,putsch,riot
uproar|babel,bangarang,brouhaha,clangor,indignation,objection,ruction,rumpus
uproarious|clamorous,rambunctious,ridiculous,robustious,roisterous,rumbustious
uproot|deracinate,extinguish
upscale|finest,high-priced,posh,upmarket
upset|bug,choked,cowp,grief,grieve,grieved,gutted,hammering,holiday,infirmity,overset,own,ruin,sick,slosh,topple,toppling,verklempt,wog
upshot|byproduct,issue,payoff,sequelae,success
upstanding|conscientious,perpendicular,rampant
upstart|vulgarian,wannabe
upward|heavenward,heavenwards,mounting,uphill,upsloping
urban|borough,nonrural,oppidan,townish
urbane|cool,dignified,mannerly,media-savvy,worldly-wise
urbanity|cool,couth,dignity
urchin|gamine,hellion,mudlark,prankster,scarecrow,stray,tatterdemalion,tearaway,tinker
urge|champion,constrain,fancy,goad,itch,nag,suggest
urgency|begging,doggedness,haste
urgent|clamorous,crucial,exigent,extreme,hurry-up,incessant,parlous,swift,terrible,unrelenting
usable|navigable,practicable
usage|ceremonial,handling,moeurs,mores,praxis,sociolect,terminology,wont
use|dissipate,excuse,maltreatment,maneuvering,manipulation,reason
used|castoff,hand-me-down,reach-me-down
useful|handy,nifty
usefulness|assistance,efficacy,niftiness,success
useless|Sisyphean,inutile,junky,unserviceable
usher|antecede,cause,convoy,flunkey,foreshadow,guide
usurp|defenestrate,deprive,dispel,replace
usury|loan-sharking,shylocking
utensil|aid,bits,gizmo
utilitarian|down-to-earth,soulless,wear-resistant
utility|advantageousness,mileage,possibility
utmost|major,outmost,remotest,uttermost
utopia|Erewhon,bliss
utopian|Erewhonian,immaterial,impracticable,paradisical,perfect,socialist
utter|breathe,declare
utterance|opinion,pronouncement,vocalization
utterly|bigly,totes,ultimately
uttermost|hardest,major,outmost,remotest
vacancy|berth,oblivion,room,slot,stupidity,voidness
vacant|brain-dead,deserted,inanimate,stupid
vacate|abdicate,forsake,relinquish
vacation|leaving,minibreak,sojourn,staycation,stopover,vac,vacay
vaccine|booster,vax
vacillation|inconstancy,swither
vacuous|brain-dead,inanimate,stupid
vacuum|Hoover,hoover,lacuna,nihility,vac,vacancy
vagary|crotchet,singularity,thing
vagina|clunge,cooze,cunny,pudendum,pum-pum
vagrant|bindlestiff,derro,hobo,outie,rootless,streety,vagabond,whaler
vague|giddy,iffy,imperfect,nebulose,nebulous,nonplussed,perfunctory,scatty,unclear,undecided,undependable,vacillating,woolly
vaguely|dimly,dippily,forgetfully,ish,plus-minus
vagueness|amorphousness,befuddlement
vain|abortive,affected,bootless,egomaniac,foiled,misfired,nugatory,peacockish,unproductive,unproductively,vainglorious
valediction|send-off,vale
valet|Jeeves,batman
valetudinarian|hippish,melancholico,splenetic,valetudinary
valiant|ballsy,dogged,rock-ribbed,undismayed
valid|contractual,effective,reliable,vindicable
validity|effectiveness,genuineness,reliability
valley|clough,dene,dingle,gap,kloof,nullah,strath,vale,vega,wadi
valor|balls,ballsiness,hardihood,moxie,spunk
valuable|important,inestimable,treasured
value|mileage,sense,treasure,worth
valueless|Brummagem,bootless,rubbishy,thankless,trifling
vamp|mantrap,tease
vandal|goon,hoodie,hoon,ned,roughneck,tearaway,troublemaker
vanish|evaporate,wane
vanity|braggadocio,egomania,ostentation,profitlessness
vanquish|own,rout,slam,stuff,tank
variable|peaky,unreliable,variational
variance|discrepant,incongruity,oppugnant
variant|aberrant,aberration
variation|distinction,diversification,tolerance
variegated|dappled,jaspé,motley,poikilo-,splodgy
variety|difference,mold,pot-pourri,stripe
various|divers,heterogeneous
varnish|wax
vary|extend,pass,permutate,reorder,set,yo-yo
varying|assorted,different
vast|Brobdingnagian,astronomic,ginormous,gross
vat|boiler,keeve,reservoir,tun
vault|arch,cavern,sepulcher,treasury
vaulted|embowed,humped
vaunt|celebrate,flash,flourish,laud
vaunted|acknowledged,considerable
veer|divagate,diverge,tack,wheel,zigzag
vegetate|lollygag,slummock,stagnate
vegetation|flora,foliage,verdure
vehemence|fanaticism,insistence
vehement|fanatical,insistent
vehicle|approach,auto,catalyst,hooptie,jalopy,machine,machinery
veil|befog,mantilla,obnubilate,overlay,overshadow,pall,purdah,veiling
vein|accumulation,atmosphere,lane,nuance,strand,style
velocity|acceleration,celerity,dispatch,impetus,nippiness
venal|grafting,rapacious,shady,simoniac,unprincipled
vendetta|bust-up,strife,war
vendor|colporteur,hawker,negotiator,pusher,storekeeper
veneer|cloak,exterior,sheet,snivel
venerable|exemplary,lionized,noted
venerate|laud,value
venerated|honored,sacred
veneration|awe,devotion,magnification,praise
vengeance|madly,reprisal
vengeful|acrimonious,maleficent
venom|aversion,bane,cattiness,mordacity,toxicant,toxin
venomous|baneful,barbed,catty,harmful,killing,maleficent,mephitic,spiteful,unpleasant
vent|breather,discharge,port
venture|crusade,essay,migrate,postulate,present,rove,table,trial
veracious|good,unvarnished
veracity|fidelity,probity
verbal|aspersions,flak,word-of-mouth
verbatim|literatim,strict,strictly,unembellished
verbiage|flannel,logorrhea,meandering
verbose|big-mouthed,convoluted,effusive,gobby,meandering,pleonastic
verbosity|digressiveness,gobbledygook,gushing,perissology,redundancy,waffling
verdant|gramineous,grass-covered,jungle-like,jungly
verdict|determination,presumption,punishment,resolve
verge|confines,dawn,frontier,skirt,start,termination
verification|certification,documentation
verify|check,vindicate
vernacular|dialect,geekspeak,idiolect,provincialism
versatile|flexile,handy,protean
verse|Parnassus,ballad,canto,doggerel,portion,rhymes,tetrastich,verselet
version|design,revision,view
vertical|rampant,scarped,upended,vertiginous
vertigo|acrophobia,mirligoes,sturdy,vertiginousness,wooziness
verve|fanaticism,feistiness
very|awfy,basic,distinct,fair,frightfully,hugely,lekker,mad,right,sore,tailor-made,thoroughly,too,très,utter
vessel|barrel,carrier,casket,decanter,keel,pipe,reservatory,trachea,vein,watercraft
vestige|modicum,remembrancer,residue,scruple,stim,tad,trophy
vestigial|enduring,immature,lingering,nonfunctional,obsolete
vet|VS,doctor,inspect,veterinary
veteran|established,hardened,maestro,mean,professional
veto|interdict,knock-back,quash,stoppage,turndown
vex|disquiet,hound,mither
vexation|choler,crabbiness,harassment,stroppiness,umbrage
vexatious|aggravating,deplorable,niggling,unpleasant
vexed|delicate,distressed,dodgy,eggy,iffy,ireful,ongoing,pissed,resentful,steamed,vex,wrath
viable|doable,tenable,wise
vibrant|ballsy,canorous,determined,full,jazzy,lively,luminous,quaking,strident,trembly
vibrate|drone,hammer,jar,quop,wag,wigwag,wobble
vibration|buzzing,palpitation,shuddering,vacillation
vicar|divine,dominie,josser,kirkman
vice|degradation,infirmity,misconduct,peccancy,profanity,trespass
vicinity|circa,handiness,juxtaposition,locus,purlieus,vicinage,zone
vicious|beastly,catty,evil,grim,maleficent,sanguinary,slanderous
vicissitude|downturn,turn,vacillation
victim|charlie,dill,focus,loser,loss,mark,scapegoat
victimize|defraud,fleece
victor|conquistador,hero,prizeman
victorious|cup-winning,unsubdued
victuals|chuck,meat,nibbles,nutrition,scran,staples,viaticum,vivers
vie|feud,wrestle
